2,0.418
1,0.1003
1,0.0669
22,0.0334
6,0.0167
2,0.0
1,0.4347
1,0.1672
3,0.1003
2,0.4849
1,0.0334
5,0.0334
1,0.2341
2,0.1505
3,0.0334
1,0.6688
6,0.0669
2,0.3846
6,0.1003
4,0.0669
7,0.0334
6,0.117
19,0.5351
8,0.0836
20,0.0167
40,0.1003
25,0.0669
31,0.1338
61,0.0669
54,0.1003
38,0.0669
35,0.1003
67,0.1003
53,0.1338
37,0.1003
40,0.1003
36,0.1003
31,0.1003
25,0.1338
32,0.1338
27,0.2006
27,0.0669
38,0.1003
26,0.1338
20,0.1672
26,0.1003
12,0.1003
14,0.1505
16,0.1338
33,0.0669
34,0.0669
49,0.0669
23,0.1672
22,0.1338
39,0.1672
49,0.1338
41,0.1338
31,0.1672
53,0.1672
59,0.1338
62,0.2006
79,0.1672
117,0.1672
92,0.2006
120,0.2341
213,0.2006
233,0.2341
251,0.2006
274,0.2006
273,0.2006
261,0.2341
282,0.2006
635,0.2341
538,0.2341
612,0.2341
734,0.2341
864,0.2341
803,0.2341
1307,0.2341
1548,0.2341
1363,0.2341
1378,0.2341
1214,0.2341
1357,0.2341
1062,0.2341
1164,0.2341
1665,0.2341
1587,0.2341
1630,0.2341
1404,0.2675
1533,0.2341
1132,0.2675
960,0.2675
1628,0.2675
1295,0.2675
1392,0.2675
1129,0.2675
1165,0.2675
816,0.2675
669,0.2675
1193,0.2675
934,0.2675
1129,0.2675
818,0.2675
850,0.2675
814,0.301
572,0.301
1041,0.301
887,0.301
907,0.301
841,0.301
886,0.301
604,0.301
387,0.301
895,0.301
765,0.301
859,0.3344
703,0.301
620,0.301
435,0.301
443,0.301
714,0.301
620,0.3344
672,0.301
702,0.3344
550,0.301
460,0.3344
428,0.3344
795,0.3344
607,0.3344
561,0.3344
509,0.3344
473,0.3344
324,0.3344
315,0.3344
553,0.3344
513,0.3344
490,0.3344
548,0.3344
677,0.3344
316,0.3344
356,0.3344
763,0.3679
693,0.3679
414,0.3679
440,0.3679
460,0.3679
279,0.3679
247,0.3344
389,0.3679
422,0.3679
464,0.3679
294,0.3679
352,0.4013
223,0.4013
182,0.4013
424,0.4013
460,0.4013
417,0.4013
411,0.4013
381,0.3679
212,0.3679
306,0.4013
665,0.4013
502,0.4013
510,0.4013
732,0.4013
567,0.4013
448,0.4013
397,0.4013
713,0.4013
654,0.4013
660,0.4013
676,0.4013
683,0.4013
416,0.4347
355,0.4013
496,0.4013
598,0.4013
671,0.4013
605,0.4347
615,0.4013
369,0.4347
386,0.4347
761,0.4347
734,0.4347
767,0.4013
849,0.4347
650,0.4347
447,0.4347
354,0.4347
765,0.4347
715,0.4347
702,0.4347
612,0.4682
770,0.4682
442,0.4682
257,0.4682
610,0.4682
629,0.4682
643,0.4682
628,0.4682
597,0.4682
586,0.4682
420,0.4682
614,0.4682
642,0.4682
603,0.4682
642,0.4682
560,0.5016
402,0.4682
259,0.5016
762,0.4682
580,0.5016
582,0.5016
532,0.5016
480,0.5016
433,0.5016
413,0.5351
726,0.5016
561,0.5016
562,0.5351
652,0.5016
474,0.5016
327,0.5016
352,0.5016
1081,0.5351
707,0.5016
609,0.5016
642,0.5016
622,0.5016
380,0.5351
300,0.5016
1052,0.5351
652,0.5016
604,0.5016
755,0.5351
661,0.5016
374,0.5351
264,0.5351
941,0.5351
641,0.5351
801,0.5351
731,0.5351
746,0.5351
390,0.5351
529,0.5351
1446,0.5351
868,0.5351
683,0.5351
808,0.5351
628,0.5351
351,0.5351
214,0.5351
961,0.5351
607,0.5351
1057,0.5351
1350,0.5351
598,0.5351
257,0.5351
228,0.5351
1313,0.5685
683,0.5351
1385,0.5351
701,0.5685
857,0.5351
527,0.5685
562,0.5685
2003,0.5685
783,0.5685
809,0.5685
1851,0.5685
987,0.5685
372,0.5685
851,0.5685
1014,0.6019
824,0.5351
